return,PE,industry,location,mv
1.29,48.12,元器件,北京,        100.13亿
2.14,48,造纸,浙江,         24.50亿
2.72,47.93,航空,四川,         11.69亿
0.54,47.91,通信设备,广东,         57.53亿
1.73,47.89,元器件,深圳,         55.56亿
1.06,47.86,软件服务,北京,         53.56亿
2.26,47.79,汽车配件,浙江,         28.19亿
-0.28,47.73,电气设备,陕西,        185.04亿
0.26,47.68,化工原料,浙江,          8.20亿
9.99,47.62,机械基件,浙江,         51.74亿
2.72,47.57,软件服务,江苏,         54.36亿
0.67,47.53,食品,山东,         83.26亿
2.45,47.48,专用机械,深圳,         13.37亿
0.3,47.46,建筑工程,深圳,         17.59亿
0.45,47.44,医疗保健,浙江,         16.76亿
1.03,47.42,影视音像,广东,        860.12亿
0,47.39,互联网,福建,         50.98亿
0.82,47.35,造纸,广西,         18.49亿
2.14,47.34,软件服务,贵州,         25.86亿
0.75,47.26,种植业,甘肃,         17.29亿
0.83,47.25,生物制药,上海,         13.04亿
-0.17,47.22,化工原料,福建,         41.64亿
1.06,47.22,元器件,江苏,         18.65亿
2.9,47.22,软件服务,北京,         31.87亿
1.67,47.17,生物制药,北京,         59.68亿
2.56,47.14,专用机械,江苏,         13.64亿
5.12,47.1,化工原料,深圳,         10.05亿
1.54,47.09,化工原料,江苏,         24.33亿
0.74,47.07,公共交通,上海,         32.32亿
3.6,46.88,化学制药,海南,         69.32亿
1.3,46.85,区域地产,西藏,         40.66亿
-0.59,46.83,装修装饰,深圳,         34.40亿
0.51,46.74,煤炭开采,河南,         95.15亿
2.51,46.7,专用机械,上海,         18.51亿
1.59,46.67,软件服务,四川,         32.02亿
3.8,46.66,IT设备,深圳,         26.60亿
6.57,46.54,软件服务,西藏,         34.42亿
-0.15,46.51,塑料,上海,         40.37亿
2.52,46.48,供气供热,北京,         10.20亿
0.42,46.44,服饰,湖北,         25.63亿
7.92,46.38,IT设备,深圳,        168.24亿
1.35,46.24,专用机械,江苏,         15.77亿
2.21,46.21,铅锌,西藏,         45.85亿
2.34,46.18,广告包装,四川,          7.69亿
1.55,46.14,生物制药,安徽,        103.36亿
1.69,46.12,汽车配件,江苏,         48.12亿
3.21,46.08,元器件,江西,        137.00亿
1.12,46.06,证券,云南,        246.07亿
0.99,46.05,证券,陕西,        320.77亿
3.11,46.02,软件服务,上海,         85.78亿
-0.73,46.02,食品,福建,         86.96亿
0.86,46.01,小金属,福建,         71.43亿
1.49,45.86,石油开采,新疆,         21.86亿
1.5,45.85,半导体,浙江,         47.37亿
3.25,45.84,专用机械,安徽,         57.82亿
0.68,45.81,铅锌,河南,         48.52亿
0.33,45.79,生物制药,北京,        285.07亿
5,45.77,影视音像,浙江,         46.48亿
3.31,45.76,影视音像,湖南,        278.56亿
1.53,45.71,农业综合,福建,          6.89亿
1.91,45.71,小金属,北京,         69.59亿
1.01,45.7,生物制药,河南,         57.93亿
2.86,45.68,建筑工程,湖南,         39.51亿
2.78,45.61,软件服务,深圳,         42.07亿
1.5,45.59,综合类,深圳,        120.32亿
1.84,45.59,化工原料,深圳,          9.30亿
0.49,45.55,医疗保健,北京,         55.33亿
4.62,45.52,小金属,陕西,        103.22亿
0.55,45.49,乳制品,四川,         10.83亿
1.93,45.44,生物制药,上海,        366.96亿
2.38,45.39,航空,江苏,        152.71亿
2.32,45.29,建筑工程,浙江,          6.36亿
6.39,45.28,半导体,江苏,         55.59亿
-0.02,45.17,汽车配件,上海,         19.37亿
-1.91,45.14,医疗保健,深圳,        907.23亿
0.03,45.13,化学制药,四川,        235.77亿
1.44,45.12,影视音像,吉林,         65.64亿
3.11,45.09,水运,海南,         88.78亿
2.45,45.08,通信设备,江苏,         13.67亿
1.4,45.08,商贸代理,上海,         56.66亿
-1.89,45.07,元器件,江苏,          7.54亿
2.07,45.05,专用机械,安徽,         21.04亿
4.9,45.01,矿物制品,山东,         18.74亿
5.62,44.96,水运,上海,        378.38亿
3.61,44.94,元器件,深圳,        151.18亿
2.31,44.89,软件服务,福建,          9.42亿
2.84,44.88,半导体,江苏,         31.99亿
2.95,44.85,互联网,湖北,         36.49亿
1.14,44.81,电气设备,江苏,         16.08亿
0.49,44.8,化纤,江苏,         24.66亿
1.04,44.73,生物制药,广东,        121.53亿
0.88,44.71,服饰,深圳,          5.90亿
6.45,44.7,农用机械,安徽,         41.37亿
0.89,44.7,医疗保健,江苏,          8.36亿
1.7,44.64,软件服务,深圳,         45.22亿
0.3,44.59,酒店餐饮,北京,         31.00亿
1.45,44.57,轻工机械,天津,         21.22亿
1.97,44.42,专用机械,广东,         13.83亿
2.89,44.39,元器件,深圳,        265.46亿
1.4,44.35,家居用品,深圳,         35.57亿
3.02,44.35,化工原料,江苏,         45.05亿
4.96,44.31,玻璃,安徽,         43.81亿
0.9,44.3,石油开采,北京,        270.96亿
1.63,44.24,其他商业,深圳,         10.86亿
0.92,44.23,化工原料,上海,          5.10亿
0.04,44.23,食品,辽宁,        296.69亿
0.45,44.18,铝,江苏,         21.68亿
2.23,44.15,通信设备,上海,         35.46亿
-0.75,44.13,电气设备,福建,       1109.99亿
6.32,44.1,元器件,辽宁,          7.61亿
-0.68,44.01,电器仪表,深圳,         93.70亿
1.27,43.94,环境保护,山东,          5.39亿
4.75,43.82,机械基件,深圳,         37.88亿
1.1,43.8,啤酒,福建,         16.13亿
1.5,43.79,文教休闲,江苏,         28.06亿
2.24,43.76,全国地产,北京,         95.21亿
0.32,43.66,元器件,深圳,        981.63亿
1.38,43.6,电气设备,北京,         16.43亿
0.39,43.59,商贸代理,北京,         81.89亿
5.34,43.57,化学制药,西藏,         99.54亿
4.21,43.55,通信设备,江苏,         64.76亿
1.59,43.51,钢加工,北京,         63.85亿
2.32,43.51,影视音像,浙江,         27.82亿
1.28,43.49,影视音像,北京,         67.36亿
1.99,43.38,广告包装,上海,         42.67亿
-1.83,43.36,轻工机械,河北,         20.13亿
-0.24,43.35,小金属,四川,        121.48亿
0.95,43.3,铝,深圳,         20.97亿
1.88,43.29,软件服务,深圳,         15.04亿
0.62,43.27,塑料,深圳,         52.95亿
1.16,43.23,广告包装,云南,        207.97亿
1.9,43.22,电器仪表,广东,         28.70亿
-0.53,43.12,种植业,黑龙江,         25.39亿
2.57,43.1,出版业,广东,         58.76亿
2.43,43.1,化工原料,广东,         25.87亿
0.93,43.09,矿物制品,河南,         19.68亿
0.85,43.04,商贸代理,江苏,         33.22亿
-0.23,43.03,红黄酒,浙江,         68.89亿
2.42,43.02,电气设备,广东,         10.23亿
1.18,43,家居用品,江苏,         50.26亿
4.16,42.98,化学制药,安徽,         11.68亿
0,42.98,服饰,江苏,         82.58亿
4.68,42.97,影视音像,广东,         39.69亿
1.03,42.94,服饰,江苏,         16.99亿
1.16,42.93,电气设备,深圳,         44.73亿
6.01,42.9,电气设备,四川,         18.22亿
2.09,42.87,通信设备,山东,         86.27亿
2.24,42.86,元器件,广东,        361.29亿
1.08,42.82,塑料,安徽,         15.08亿
0,42.72,农业综合,深圳,         93.42亿
4.67,42.68,元器件,浙江,        197.36亿
1.98,42.67,专用机械,浙江,        252.38亿
4.93,42.64,染料涂料,浙江,          8.67亿
2.39,42.54,船舶,湖南,         42.09亿
1.04,42.51,建筑工程,江苏,         11.11亿
-1.2,42.5,文教休闲,上海,        454.39亿
2.5,42.47,互联网,深圳,         38.33亿
-0.1,42.45,轻工机械,深圳,        153.07亿
-1.9,42.44,石油贸易,深圳,         57.93亿
4.55,42.42,证券,深圳,        225.66亿
0.49,42.4,饲料,北京,        113.21亿
0.62,42.35,食品,湖南,         21.76亿
-0.31,42.35,染料涂料,福建,        152.22亿
0.73,42.32,电气设备,北京,         26.82亿
1.38,42.29,运输设备,北京,         11.52亿
2.46,42.28,汽车服务,北京,        107.84亿
3.08,42.27,电气设备,深圳,         81.12亿
2.07,42.27,通信设备,北京,         29.23亿
1.88,42.22,化学制药,山东,         55.39亿
0.99,42.19,电器仪表,上海,         22.74亿
0.71,42.18,化工原料,四川,         44.27亿
-1.36,42.16,汽车整车,福建,         43.93亿
1.7,42.14,广告包装,陕西,         25.09亿
-0.16,42.13,食品,山东,         22.52亿
-0.41,42.13,食品,广东,        306.47亿
-0.6,42.08,红黄酒,上海,         86.06亿
1.03,42.06,专用机械,江苏,          8.15亿
1.02,42.03,化工原料,吉林,         28.59亿
2.16,42.03,元器件,上海,         20.20亿
3.18,42,元器件,河南,          9.82亿
0.9,41.95,乳制品,甘肃,          8.29亿
0.14,41.91,中成药,福建,        619.73亿
1,41.9,化工原料,四川,         51.43亿
0.93,41.88,供气供热,新疆,         23.83亿
0.7,41.8,饲料,湖南,         67.03亿
4.94,41.71,半导体,上海,         72.11亿
1.38,41.7,百货,山东,         26.60亿
2.15,41.66,化工原料,广东,        104.12亿
3.13,41.65,通信设备,河南,         28.16亿
-1.56,41.64,电气设备,四川,         51.98亿
1.78,41.63,机床制造,浙江,         23.13亿
2.57,41.62,塑料,广东,          9.46亿
2.07,41.55,电气设备,湖南,         11.94亿
4,41.55,电器仪表,湖北,         81.32亿
0.54,41.54,专用机械,江苏,         11.69亿
4.55,41.46,软件服务,深圳,         60.66亿
-0.69,41.44,机械基件,浙江,          6.98亿
-0.28,41.41,机械基件,广东,         27.82亿
0.55,41.38,通信设备,河北,         56.88亿
-0.63,41.36,元器件,四川,         42.83亿
1.89,41.34,电器仪表,湖南,         16.69亿
3.52,41.32,元器件,湖南,        608.43亿
0.39,41.31,元器件,深圳,         20.30亿
2.98,41.3,医疗保健,深圳,         20.05亿
0.29,41.27,化学制药,重庆,         58.84亿
5.64,41.13,矿物制品,江苏,          6.66亿
2.44,41.07,化工原料,河南,         20.71亿
0.2,40.99,专用机械,江苏,        333.99亿
5.39,40.98,IT设备,广东,        362.33亿
2.13,40.97,化学制药,重庆,         11.61亿
9.97,40.96,服饰,广东,         34.75亿
2.92,40.96,元器件,深圳,         15.12亿
1.07,40.93,小金属,陕西,        243.61亿
1.78,40.92,通信设备,新疆,         15.01亿
0.39,40.86,农药化肥,云南,         67.79亿
1.25,40.81,化工原料,江苏,         32.13亿
0.25,40.79,通信设备,北京,         35.49亿
-2.84,40.77,橡胶,浙江,         11.01亿
10.02,40.72,证券,北京,        234.42亿
3.28,40.68,机械基件,四川,          7.62亿
2.16,40.66,元器件,广东,         14.48亿
1.63,40.64,区域地产,深圳,         49.33亿
-1.26,40.58,白酒,北京,        359.61亿
0.93,40.57,综合类,上海,         44.70亿
1.58,40.55,通信设备,北京,         47.10亿
2.63,40.53,汽车配件,浙江,          7.32亿
2.21,40.47,电气设备,陕西,         33.51亿
1.27,40.47,化学制药,江西,         13.16亿
1.94,40.46,元器件,福建,         41.07亿
3.94,40.42,元器件,深圳,         43.44亿
3.09,40.39,影视音像,北京,         42.57亿
0.34,40.35,生物制药,广东,         43.73亿
2.78,40.35,电器仪表,浙江,         38.38亿
0.55,40.34,水运,广东,         79.00亿
0.45,40.33,建筑工程,北京,         68.01亿
3.21,40.32,互联网,江苏,         42.00亿
1.87,40.26,电气设备,浙江,         14.05亿
9.98,40.24,文教休闲,北京,         34.51亿
1.15,40.16,服饰,福建,         11.75亿
2.55,40.16,食品,湖南,         13.50亿
2.04,40.13,化学制药,重庆,         33.63亿
8.96,40.11,互联网,北京,        173.96亿
2.5,40.08,通信设备,福建,        112.94亿
0,40.06,文教休闲,浙江,         20.52亿
-0.1,40.04,出版业,北京,         23.39亿
1.37,40.03,中成药,陕西,         18.10亿
1.13,40.01,港口,福建,         38.02亿
2.88,39.98,化工原料,江苏,         50.88亿
1.05,39.95,机械基件,深圳,         13.45亿
1.59,39.93,中成药,山东,         26.75亿
0.41,39.91,玻璃,湖北,         59.71亿
0.76,39.89,超市连锁,浙江,         54.51亿
1.17,39.86,证券,湖南,        571.31亿
2.32,39.83,电气设备,辽宁,         23.30亿
2.05,39.83,航空,新疆,         43.50亿
1.57,39.79,医药商业,上海,         20.26亿
0.81,39.77,互联网,山东,         64.03亿
1.19,39.76,环境保护,江苏,         11.39亿
1.24,39.73,小金属,海南,         50.51亿
0,39.64,汽车整车,北京,        136.11亿
0.68,39.61,机械基件,山东,          5.65亿
1.4,39.41,化纤,吉林,         40.34亿
2.26,39.39,环境保护,山东,          6.75亿
1.41,39.37,电器仪表,广东,          6.31亿
2.78,39.37,元器件,广东,        547.20亿
0.94,39.35,仓储物流,深圳,         20.31亿
1.95,39.35,其他建材,浙江,         12.51亿
4.59,39.31,软件服务,深圳,         36.22亿
0.44,39.31,化学制药,浙江,         72.03亿
2.22,39.25,家居用品,浙江,          5.80亿
3.48,39.24,互联网,江苏,        106.05亿
2.18,39.22,医疗保健,广东,         27.36亿
0.54,39.21,汽车配件,浙江,        175.30亿
1.65,39.19,软件服务,北京,         37.64亿
2.36,39.16,医疗保健,湖北,         10.54亿
2.21,39.13,软件服务,北京,         40.01亿
1.25,39.13,塑料,山东,         12.69亿
2.06,39.13,矿物制品,广东,          8.47亿
2.61,39.04,通信设备,四川,         23.01亿
4.24,39.02,化工原料,湖北,         66.33亿
0.71,38.99,造纸,湖南,         44.65亿
0.59,38.96,旅游景点,湖南,         16.95亿
1.49,38.95,通信设备,深圳,        359.58亿
0.24,38.95,红黄酒,浙江,         42.42亿
-0.22,38.92,黄金,内蒙,         64.62亿
4.14,38.91,元器件,深圳,        101.64亿
1.05,38.9,软饮料,江苏,         48.15亿
1.3,38.9,环境保护,重庆,         10.49亿
4.18,38.87,染料涂料,江苏,         23.22亿
0.09,38.87,染料涂料,上海,         14.64亿
-1.27,38.82,软件服务,浙江,         68.07亿
9.94,38.77,广告包装,江苏,         12.01亿
6.91,38.76,塑料,浙江,          6.37亿
0.46,38.73,矿物制品,江苏,         58.66亿
0.84,38.72,电信运营,北京,        304.33亿
-0.87,38.72,元器件,四川,         31.05亿
0.87,38.7,批发业,天津,         51.30亿
1.29,38.63,化工原料,江西,         54.59亿
-1,38.61,机械基件,福建,         55.54亿
2.1,38.53,元器件,河南,        423.89亿
0.55,38.53,专用机械,四川,         35.92亿
1.09,38.52,食品,福建,         19.71亿
0.74,38.46,化纤,河南,         51.54亿
1.33,38.44,中成药,重庆,         62.00亿
1.88,38.37,软件服务,北京,         31.03亿
1.05,38.35,汽车服务,福建,         25.55亿
1.04,38.35,中成药,陕西,          8.88亿
0.77,38.33,化工原料,四川,         21.48亿
1.96,38.33,百货,上海,         24.12亿
0.34,38.32,医疗保健,新疆,         57.82亿
0.37,38.31,电气设备,湖南,         25.68亿
2.23,38.26,建筑工程,广东,          9.24亿
1.04,38.23,航空,北京,         18.66亿
1.18,38.2,机械基件,江苏,         46.09亿
1.1,38.13,电气设备,陕西,         18.13亿
10.03,38.07,元器件,上海,        436.93亿
1.23,38.01,路桥,湖南,         20.57亿
1.02,37.95,软件服务,安徽,         33.28亿
0.62,37.94,食品,浙江,         23.99亿
2.19,37.93,元器件,深圳,         13.12亿
1.5,37.87,造纸,广东,          7.99亿
0.77,37.84,专用机械,浙江,         23.52亿
0.21,37.82,建筑工程,青海,         26.71亿
1.77,37.81,造纸,山东,         69.11亿
0.57,37.79,化学制药,陕西,        228.23亿
1.07,37.75,生物制药,深圳,         17.76亿
0.93,37.69,中成药,四川,         26.60亿
1.7,37.69,软件服务,北京,        624.11亿
1.71,37.69,半导体,深圳,         36.23亿
1.84,37.68,日用化工,广东,         10.27亿
0.77,37.67,普钢,内蒙,        414.97亿
3.43,37.66,元器件,福建,         54.90亿
6.7,37.61,汽车配件,上海,         35.91亿
-0.64,37.6,百货,浙江,         20.93亿
0.87,37.6,文教休闲,广东,         30.97亿
0.82,37.57,纺织机械,上海,         22.57亿
1.71,37.56,化工原料,四川,         54.77亿
1.99,37.52,家居用品,北京,         39.70亿
2.42,37.49,元器件,深圳,         23.23亿
1.53,37.49,塑料,浙江,         11.17亿
0.8,37.47,互联网,重庆,        358.52亿
0.83,37.42,化工原料,浙江,        141.94亿
1.57,37.4,机械基件,浙江,         28.40亿
1,37.4,影视音像,贵州,         24.87亿
1.95,37.37,农业综合,甘肃,         33.98亿
1.5,37.35,农药化肥,江苏,         11.74亿
-0.69,37.34,建筑工程,广东,         36.93亿
2.86,37.33,元器件,四川,         13.38亿
4.64,37.32,运输设备,山东,          7.53亿
3.87,37.31,化工原料,湖北,         38.37亿
0.52,37.3,家用电器,浙江,        461.26亿
1.57,37.28,农业综合,湖南,         24.84亿
1,37.27,通信设备,湖北,        291.01亿
3.56,37.24,专用机械,江苏,         17.57亿
-1.59,37.22,文教休闲,深圳,         79.42亿
1.29,37.18,化工原料,深圳,         77.98亿
0.51,37.17,建筑工程,山东,         18.12亿
0.27,37.11,生物制药,河南,        409.11亿
1.59,37.11,医疗保健,浙江,         14.15亿
0.66,37.1,化工原料,山东,        136.75亿
1.42,37.1,电信运营,广东,         19.81亿
1.71,37.05,建筑工程,深圳,         11.06亿
10.02,37.04,互联网,浙江,        118.53亿
2.61,37,元器件,江苏,        411.10亿
2.31,36.9,半导体,深圳,         23.58亿
2.3,36.85,汽车配件,福建,         20.79亿
1.26,36.72,医疗保健,江苏,          7.93亿
3.69,36.71,广告包装,广东,         30.37亿
5.95,36.69,软件服务,四川,         45.77亿
3.44,36.66,元器件,上海,         63.13亿
2.38,36.66,机械基件,浙江,          7.22亿
1.86,36.65,电气设备,江苏,         22.77亿
0,36.64,房产服务,广东,         53.16亿
1.29,36.64,园区开发,上海,        230.29亿
-0.72,36.64,农业综合,广东,         31.08亿
4.5,36.56,医疗保健,广东,         28.35亿
1.04,36.56,化工原料,四川,          8.81亿
3.6,36.54,元器件,广东,         52.00亿
1.35,36.42,机械基件,浙江,          5.35亿
2.09,36.4,半导体,湖北,         35.34亿
1.46,36.36,中成药,甘肃,         35.39亿
2.74,36.32,中成药,广东,         44.58亿
2.74,36.26,综合类,浙江,        139.11亿
1.8,36.21,医疗保健,江西,         11.05亿
3.23,36.2,互联网,浙江,        120.45亿
1.74,36.17,工程机械,山东,         37.10亿
0.76,36.17,元器件,深圳,          8.51亿
2.22,36.16,工程机械,江苏,         27.86亿
0.5,36.12,港口,辽宁,        156.26亿
-0.17,36.09,文教休闲,上海,         44.82亿
1.27,36.05,家居用品,福建,          8.17亿
4.34,35.9,通信设备,江西,         11.28亿
3.57,35.8,环境保护,四川,         27.78亿
1.05,35.79,汽车配件,广东,         36.54亿
1.24,35.79,电器仪表,江苏,         13.63亿
2.11,35.79,中成药,湖南,         32.91亿
1.27,35.77,钢加工,山东,          8.05亿
0.22,35.73,文教休闲,福建,         30.48亿
5.11,35.73,电气设备,深圳,         18.18亿
10,35.72,专用机械,广东,         33.94亿
4.5,35.71,电器仪表,北京,         15.01亿
2.26,35.71,建筑工程,湖北,         15.84亿
0.71,35.65,纺织,江苏,         22.56亿
1.2,35.57,电气设备,江苏,         28.35亿
0.34,35.56,生物制药,新疆,         18.06亿
4.74,35.55,汽车配件,江苏,        251.85亿
-0.37,35.55,医药商业,广东,         42.28亿
0.75,35.54,石油加工,湖南,         22.85亿
1.9,35.51,机械基件,江苏,         14.24亿
-1.3,35.51,白酒,贵州,      14420.15亿
0.53,35.51,超市连锁,福建,        720.53亿
10,35.48,家用电器,广东,         19.82亿
2.29,35.44,电气设备,河北,        171.10亿
5.54,35.39,综合类,北京,         27.29亿
1.3,35.38,影视音像,江苏,        174.27亿
0.98,35.29,电气设备,江苏,          7.94亿
1,35.25,家居用品,广东,         10.46亿
1.65,35.24,水力发电,重庆,         79.74亿
1.49,35.2,纺织,福建,         14.80亿
1.21,35.19,家用电器,广东,         16.01亿
0.78,35.17,医药商业,湖南,        172.22亿
6.66,35.15,电气设备,广东,        458.95亿
9.98,35.14,证券,江苏,        190.85亿
2.6,35.11,生物制药,广东,         38.98亿
2.42,35.09,广告包装,广东,         49.57亿
2.6,35.08,家用电器,山东,        123.78亿
-0.73,35.04,化学制药,山东,        107.51亿
3.39,35.03,元器件,深圳,         94.27亿
3.28,35,电气设备,福建,          8.22亿
7.53,34.98,软件服务,北京,        316.69亿
5,34.98,食品,江苏,        116.91亿
1.44,34.93,软件服务,上海,         34.05亿
0.59,34.9,石油加工,新疆,         53.08亿
9.98,34.81,IT设备,江苏,         10.92亿
7.1,34.76,电器仪表,浙江,         15.08亿
1.47,34.74,化工原料,上海,          8.12亿
1.92,34.72,塑料,广东,         46.24亿
1.45,34.71,元器件,安徽,         40.32亿
-0.11,34.68,酒店餐饮,江苏,         27.69亿
5.64,34.68,专用机械,山东,         38.88亿
-0.52,34.67,家用电器,江苏,         19.95亿
4.78,34.62,IT设备,广东,         41.53亿
6.49,34.62,广告包装,广东,          8.16亿
0,34.61,空运,海南,        276.12亿
0.93,34.61,专用机械,广东,          8.88亿
0.26,34.59,软件服务,四川,         34.18亿
1.4,34.5,纺织,江苏,         38.88亿
0.39,34.49,黄金,山东,        109.18亿
0.95,34.4,通信设备,福建,         74.73亿
2.41,34.33,软件服务,江苏,         67.70亿
1.22,34.23,影视音像,上海,         55.76亿
3.42,34.19,互联网,江苏,        212.00亿
1.44,34.19,元器件,湖南,         29.50亿
1.2,34.18,航空,湖北,        142.16亿
-1.26,34.15,机械基件,浙江,         10.06亿
1.47,34.13,环境保护,云南,          9.11亿
3.97,34.11,软件服务,北京,        171.46亿
0.55,34.11,其他建材,北京,         15.51亿
2.49,34.09,通信设备,北京,         28.79亿
0.73,34.07,食品,安徽,        181.91亿
1.06,34.02,半导体,天津,        306.70亿
2.09,34,软件服务,江苏,        617.80亿
1.05,33.97,专用机械,江苏,         21.58亿
0.93,33.96,园区开发,吉林,         30.37亿
0.98,33.95,化学制药,浙江,        219.15亿
0.63,33.92,电气设备,黑龙江,         18.29亿
-0.78,33.92,白酒,山西,        762.03亿
3.71,33.89,软件服务,北京,        122.84亿
3.08,33.85,电器仪表,深圳,         15.79亿
1.42,33.83,机械基件,江苏,         35.50亿
2.38,33.81,专用机械,浙江,         31.18亿
2.38,33.79,生物制药,湖北,         14.09亿
-0.12,33.79,医疗保健,山东,        130.30亿
1.63,33.7,互联网,浙江,         61.98亿
2.49,33.62,化工原料,河北,         26.07亿
1.43,33.6,专用机械,深圳,         71.53亿
2.05,33.59,元器件,深圳,         34.85亿
1.24,33.59,综合类,江苏,         41.66亿
2.37,33.58,元器件,江苏,         11.00亿
3.72,33.52,通信设备,福建,        206.35亿
-6,33.52,啤酒,重庆,        265.41亿
1.22,33.48,家居用品,浙江,         11.04亿
-1.03,33.44,生物制药,重庆,        430.27亿
3.71,33.33,航空,湖北,        251.87亿
1.47,33.31,汽车配件,浙江,         10.26亿
0.8,33.31,机械基件,辽宁,         24.94亿
-1.3,33.3,中成药,贵州,         85.05亿
1.99,33.3,专用机械,广东,          6.78亿
2.05,33.25,电器仪表,湖北,        205.06亿
2.68,33.25,元器件,深圳,         65.62亿
2.48,33.24,医疗保健,上海,         95.89亿
-1.31,33.23,工程机械,江苏,        406.43亿
1.04,33.18,专用机械,江西,         27.02亿
-0.11,33.17,白酒,甘肃,         67.05亿
1.9,33.16,造纸,广东,         40.94亿
4.01,33.12,电气设备,浙江,         75.06亿
1.12,33.06,电气设备,黑龙江,         12.98亿
3.18,33.06,元器件,浙江,         64.68亿
0.96,33.03,软件服务,江苏,         40.86亿
2.51,32.96,生物制药,江西,        139.92亿
9.98,32.91,电气设备,江苏,         63.69亿
1.8,32.89,家用电器,安徽,         29.56亿
1.6,32.89,旅游服务,北京,         30.37亿
0.17,32.86,其他建材,江苏,          9.29亿
3.72,32.84,软件服务,上海,        114.21亿
1.59,32.78,机械基件,四川,         14.48亿
0.9,32.78,中成药,广东,         32.94亿
1.82,32.76,家居用品,浙江,          5.14亿
1.03,32.74,证券,山西,        221.77亿
1.84,32.74,建筑工程,湖北,          8.85亿
2.77,32.72,化学制药,江苏,         13.52亿
3.18,32.72,园区开发,上海,        196.77亿
1.49,32.7,食品,山东,         66.74亿
2.67,32.69,机械基件,江苏,         24.98亿
1.3,32.67,电器仪表,江苏,         20.48亿
2.43,32.64,矿物制品,北京,         94.16亿
1.3,32.64,医疗保健,江苏,         15.52亿
-0.09,32.62,环境保护,江苏,         41.58亿
2.66,32.62,证券,浙江,        111.79亿
3.5,32.6,汽车配件,江苏,         42.45亿
1.11,32.59,专用机械,四川,         23.98亿
0.71,32.59,公共交通,上海,         43.81亿
1.15,32.58,文教休闲,北京,         28.84亿
2.13,32.58,供气供热,新疆,         11.77亿
1.05,32.55,航空,江苏,        146.83亿
0.56,32.54,食品,海南,         21.93亿
2.01,32.53,机床制造,浙江,         32.78亿
2.75,32.51,仓储物流,广东,         20.59亿
9.99,32.51,化工原料,广东,          9.64亿
5.42,32.48,元器件,深圳,         18.15亿
2.44,32.48,元器件,江西,         67.01亿
1.1,32.44,汽车服务,北京,         29.76亿
1.2,32.43,影视音像,浙江,         13.18亿
1.89,32.39,汽车配件,江苏,         12.63亿
3.53,32.39,化工机械,黑龙江,         86.83亿
1.86,32.37,通信设备,湖北,         44.41亿
1.28,32.33,环境保护,天津,         28.94亿
1.22,32.3,中成药,上海,         31.87亿
1.29,32.27,专用机械,安徽,          9.43亿
2.77,32.25,铝,云南,        125.64亿
4.96,32.23,通信设备,广东,         47.35亿
1.63,32.22,化纤,山东,         64.87亿
1.12,32.22,化工原料,浙江,          5.90亿
5.78,32.21,工程机械,江苏,         55.03亿
0.98,32.17,化学制药,四川,         16.28亿
1.87,32.16,塑料,江苏,          6.72亿
1.66,32.15,商贸代理,江苏,         26.82亿
2.11,32.1,机械基件,江苏,         12.43亿
3.92,32.1,中成药,青海,         63.93亿
0.93,32.1,建筑工程,福建,         18.54亿
0.33,32.09,汽车配件,山东,          8.72亿
1.07,32.09,环境保护,重庆,         44.27亿
1.64,32.07,水运,上海,        169.09亿
0.49,32.07,机械基件,浙江,          7.03亿
5.78,32.05,元器件,广东,         49.47亿
1.54,32.03,电气设备,浙江,         22.92亿
2.2,32.03,仓储物流,天津,        112.63亿
0.75,32.02,其他商业,安徽,         38.50亿
0.85,32,供气供热,上海,        114.17亿
2.3,31.94,专用机械,四川,         11.92亿
2.12,31.94,运输设备,内蒙,        101.91亿
3.48,31.92,仓储物流,江苏,         38.03亿
-0.32,31.92,化纤,浙江,        726.45亿
0.49,31.92,生物制药,山东,         11.34亿
9.99,31.88,化工原料,河北,         31.50亿
-1.88,31.88,食品,湖南,        113.18亿
4.05,31.86,造纸,浙江,          7.30亿
0.89,31.85,汽车配件,浙江,         49.96亿
2.44,31.84,元器件,浙江,         14.52亿
2.62,31.79,软件服务,北京,         62.97亿
0.93,31.72,港口,重庆,         30.01亿
1.81,31.68,互联网,浙江,         47.97亿
2.91,31.64,焦炭加工,山西,        320.58亿
-1.46,31.64,白酒,四川,        269.54亿
1.74,31.64,电气设备,河北,          9.05亿
-0.19,31.62,机械基件,浙江,        389.39亿
0.61,31.61,环境保护,江苏,         53.84亿
3.89,31.59,IT设备,广东,        210.86亿
1.86,31.58,影视音像,广东,         11.04亿
3.49,31.58,玻璃,浙江,         16.44亿
3.23,31.56,环境保护,内蒙,         39.68亿
0.72,31.52,影视音像,北京,        295.35亿
3.29,31.51,港口,广东,         50.96亿
2.2,31.43,汽车配件,广东,         12.27亿
0.62,31.41,中成药,北京,        356.03亿
-0.29,31.41,特种钢,青海,         36.27亿
1.39,31.39,电信运营,北京,       1233.64亿
1.05,31.38,证券,安徽,        256.31亿
1.73,31.38,橡胶,浙江,         31.07亿
0.37,31.32,陶瓷,广东,         21.57亿
1.65,31.29,公路,福建,         19.14亿
2.18,31.28,房产服务,深圳,         38.14亿
1.05,31.27,环境保护,北京,         20.45亿
0.4,31.23,化工原料,山西,         15.13亿
1.82,31.22,超市连锁,山东,        146.26亿
0.86,31.21,玻璃,安徽,         13.30亿
0.61,31.21,化工原料,湖北,         28.50亿
2.55,31.18,互联网,浙江,         57.96亿
